estacion,hora,dia_semana,q_cafes_llevar_solo,q_cafes_local_solo,q_cafes_llevar_solo_leche,q_cafes_llevar_solo_otros,q_cafes_local_solo_leche,q_cafes_local_solo_otros,q_cafes_llevar_solo_otros_negro,q_cafes_local_solo_otros_negro
Maschwitz,17,2,4.0000,,2.0000,2.0000,,,,
Los Incas,3,5,3.0000,,,3.0000,,,,
La Carmela,18,2,5.0000,5.0000,1.0000,4.0000,,5.0000,,5.0000
Alberdi,19,3,4.0000,,,4.0000,,,,
Boulevard,3,6,5.0000,2.0000,2.0000,3.0000,2.0000,,2.0000,2.0000
Rosario Sur,22,5,2.0000,,,2.0000,,,,
Cabildo,21,4,2.0000,3.0000,1.0000,1.0000,,3.0000,,3.0000
OPERADOR LOGISTICO 2,17,3,,410.0000,,,,410.0000,,410.0000
Maschwitz,12,3,3.0000,,3.0000,,,,,
Villa Allende,3,4,2.0000,,,2.0000,,,1.0000,
Los Incas,0,7,4.0000,,2.0000,2.0000,,,,
CORS EVENTOS,15,7,3.0000,,,3.0000,,,,
CORS EVENTOS,16,4,1.0000,,,1.0000,,,,
Rosario Sur,8,1,2.0000,,1.0000,1.0000,,,,
Villa Allende,19,2,5.0000,41.0000,,5.0000,,41.0000,2.0000,34.0000
La Carmela,9,4,28.0000,12.0000,16.0000,12.0000,2.0000,10.0000,,12.0000
Bonpland,20,7,17.0000,46.0000,8.0000,9.0000,9.0000,37.0000,,42.0000
Del Tejar,14,6,21.0000,58.0000,10.0000,11.0000,6.0000,52.0000,4.0000,46.0000
El Club,9,6,103.0000,176.0000,29.0000,74.0000,23.0000,153.0000,9.0000,138.0000
Lima,7,6,187.0000,44.0000,99.0000,88.0000,11.0000,33.0000,31.0000,34.0000
Emilio Castro,14,3,13.0000,20.0000,2.0000,11.0000,,20.0000,6.0000,20.0000
AUBASA LP-BA,22,1,37.0000,17.0000,12.0000,25.0000,1.0000,16.0000,8.0000,12.0000
CORS Alem,8,3,431.0000,,213.0000,218.0000,,,21.0000,
Bonpland,18,7,23.0000,60.0000,8.0000,15.0000,6.0000,54.0000,4.0000,49.0000
Quilmes,10,2,28.0000,81.0000,7.0000,21.0000,11.0000,70.0000,,81.0000
Santa Rita,15,7,23.0000,48.0000,8.0000,15.0000,9.0000,39.0000,7.0000,40.0000
Lima,14,2,100.0000,65.0000,41.0000,59.0000,8.0000,57.0000,34.0000,40.0000
Luis Viale,7,2,27.0000,33.0000,13.0000,14.0000,11.0000,22.0000,7.0000,20.0000
AUBASA LP-BA,10,1,77.0000,34.0000,27.0000,50.0000,7.0000,27.0000,10.0000,25.0000
Quilmes,15,4,5.0000,65.0000,2.0000,3.0000,2.0000,63.0000,1.0000,64.0000
Garay,13,5,11.0000,47.0000,4.0000,7.0000,4.0000,43.0000,5.0000,38.0000
Las Heras,3,1,20.0000,16.0000,7.0000,13.0000,,16.0000,4.0000,16.0000
Boulevard,15,3,17.0000,99.0000,4.0000,13.0000,8.0000,91.0000,5.0000,78.0000
Santa Rita,17,6,21.0000,56.0000,8.0000,13.0000,10.0000,46.0000,8.0000,41.0000
San Isidro,12,4,13.0000,75.0000,7.0000,6.0000,4.0000,71.0000,1.0000,53.0000
Amanecer,13,6,13.0000,48.0000,8.0000,5.0000,2.0000,46.0000,2.0000,43.0000
Alvear,18,2,41.0000,103.0000,16.0000,25.0000,13.0000,90.0000,5.0000,69.0000
Buen Ayre,16,5,79.0000,162.0000,30.0000,49.0000,19.0000,143.0000,6.0000,120.0000
Gral Paz Provincia,14,4,30.0000,105.0000,9.0000,21.0000,6.0000,99.0000,3.0000,75.0000
Fisherton,8,7,60.0000,83.0000,18.0000,42.0000,1.0000,82.0000,10.0000,82.0000
Gral Paz Provincia,14,2,30.0000,94.0000,12.0000,18.0000,6.0000,88.0000,5.0000,68.0000
San Isidro,9,6,94.0000,133.0000,47.0000,47.0000,22.0000,111.0000,3.0000,91.0000
Ovidio Lagos,10,2,30.0000,136.0000,9.0000,21.0000,8.0000,128.0000,,131.0000
Lima,16,5,155.0000,148.0000,60.0000,95.0000,15.0000,133.0000,29.0000,101.0000
Centenera,11,6,17.0000,43.0000,7.0000,10.0000,4.0000,39.0000,3.0000,29.0000
Buen Ayre,12,4,70.0000,158.0000,28.0000,42.0000,16.0000,142.0000,11.0000,107.0000
San Isidro,10,7,63.0000,63.0000,25.0000,38.0000,13.0000,50.0000,9.0000,53.0000
Lima,5,1,91.0000,29.0000,31.0000,60.0000,7.0000,22.0000,33.0000,21.0000
Gral Paz Provincia,8,7,149.0000,92.0000,73.0000,76.0000,15.0000,77.0000,20.0000,59.0000
Villa Luro,3,7,13.0000,17.0000,6.0000,7.0000,,17.0000,5.0000,10.0000
Del Tejar,12,6,25.0000,57.0000,21.0000,4.0000,7.0000,50.0000,1.0000,45.0000
Buen Ayre,6,6,118.0000,26.0000,60.0000,58.0000,8.0000,18.0000,20.0000,24.0000
Arroyo Seco,10,4,174.0000,142.0000,81.0000,93.0000,24.0000,118.0000,30.0000,110.0000
La Bandera,17,4,15.0000,126.0000,9.0000,6.0000,6.0000,120.0000,1.0000,126.0000
Congreso,14,7,18.0000,50.0000,6.0000,12.0000,4.0000,46.0000,1.0000,41.0000
El Club,13,7,23.0000,73.0000,8.0000,15.0000,7.0000,66.0000,2.0000,56.0000
Emilio Castro,15,5,9.0000,10.0000,1.0000,8.0000,,10.0000,3.0000,9.0000
El Club,18,2,44.0000,167.0000,21.0000,23.0000,37.0000,130.0000,,142.0000
Gutierrez,8,5,71.0000,53.0000,25.0000,46.0000,4.0000,49.0000,12.0000,34.0000
Cabildo,7,5,25.0000,10.0000,12.0000,13.0000,2.0000,8.0000,,10.0000
Santa Rita,16,3,21.0000,71.0000,13.0000,8.0000,4.0000,67.0000,2.0000,51.0000
Arroyo Seco,12,7,160.0000,123.0000,74.0000,86.0000,19.0000,104.0000,33.0000,83.0000
Santa Rita,23,7,7.0000,13.0000,6.0000,1.0000,1.0000,12.0000,1.0000,13.0000
El Arco,10,7,20.0000,60.0000,14.0000,6.0000,3.0000,57.0000,2.0000,51.0000
Olivos,8,6,51.0000,53.0000,31.0000,20.0000,14.0000,39.0000,2.0000,52.0000
Villa Luro,2,2,6.0000,12.0000,1.0000,5.0000,,12.0000,1.0000,7.0000
El Arco,3,7,10.0000,9.0000,3.0000,7.0000,,9.0000,6.0000,4.0000
Parque Sarmiento,17,7,20.0000,31.0000,8.0000,12.0000,5.0000,26.0000,1.0000,25.0000
AUBASA LP-BA,7,6,170.0000,25.0000,93.0000,77.0000,6.0000,19.0000,10.0000,18.0000
Bonpland,10,5,74.0000,126.0000,33.0000,41.0000,15.0000,111.0000,14.0000,89.0000
Gral Paz Provincia,17,4,51.0000,91.0000,20.0000,31.0000,12.0000,79.0000,5.0000,66.0000
Floresta,6,4,39.0000,12.0000,13.0000,26.0000,1.0000,11.0000,6.0000,9.0000
San Isidro,10,6,42.0000,162.0000,21.0000,21.0000,12.0000,150.0000,3.0000,93.0000
La Bandera,14,4,4.0000,110.0000,1.0000,3.0000,5.0000,105.0000,1.0000,109.0000
Luis Viale,5,4,21.0000,15.0000,8.0000,13.0000,1.0000,14.0000,4.0000,10.0000
AUBASA BA-LP,18,6,85.0000,28.0000,34.0000,51.0000,3.0000,25.0000,11.0000,22.0000
Amanecer,0,3,9.0000,13.0000,3.0000,6.0000,1.0000,12.0000,,13.0000
San Isidro,12,6,16.0000,75.0000,6.0000,10.0000,11.0000,64.0000,3.0000,62.0000
La Carmela,14,6,8.0000,14.0000,3.0000,5.0000,,14.0000,2.0000,14.0000
Buen Ayre,9,2,210.0000,167.0000,93.0000,117.0000,33.0000,134.0000,29.0000,135.0000
Las Heras,14,2,12.0000,39.0000,2.0000,10.0000,3.0000,36.0000,6.0000,39.0000
El Club,10,5,68.0000,196.0000,26.0000,42.0000,25.0000,171.0000,10.0000,148.0000
Olivos,15,3,15.0000,56.0000,13.0000,2.0000,13.0000,43.0000,,48.0000
Amanecer,19,4,26.0000,34.0000,9.0000,17.0000,7.0000,27.0000,4.0000,32.0000
Santa Rita,16,6,9.0000,66.0000,4.0000,5.0000,3.0000,63.0000,2.0000,54.0000
Zarate Brazo Largo,16,2,29.0000,16.0000,6.0000,23.0000,,16.0000,11.0000,7.0000
Amanecer,9,3,53.0000,69.0000,29.0000,24.0000,18.0000,51.0000,8.0000,65.0000
Amanecer,14,3,26.0000,53.0000,17.0000,9.0000,4.0000,49.0000,,52.0000
AUBASA BA-LP,5,4,39.0000,10.0000,16.0000,23.0000,1.0000,9.0000,12.0000,6.0000
El Arco,12,3,10.0000,74.0000,6.0000,4.0000,3.0000,71.0000,4.0000,63.0000
Buen Ayre,10,1,71.0000,72.0000,35.0000,36.0000,10.0000,62.0000,11.0000,59.0000
AUBASA BA-LP,6,3,72.0000,13.0000,21.0000,51.0000,1.0000,12.0000,22.0000,7.0000
Gral Paz Capital,12,4,40.0000,99.0000,6.0000,34.0000,8.0000,91.0000,16.0000,83.0000
Arroyo Seco,9,6,318.0000,187.0000,171.0000,147.0000,53.0000,134.0000,52.0000,168.0000
Parque Sarmiento,6,5,40.0000,50.0000,24.0000,16.0000,1.0000,49.0000,3.0000,47.0000
San Isidro,16,4,40.0000,83.0000,11.0000,29.0000,7.0000,76.0000,5.0000,77.0000
El Club,9,5,94.0000,133.0000,43.0000,51.0000,18.0000,115.0000,14.0000,98.0000
El Club,8,2,82.0000,133.0000,39.0000,43.0000,20.0000,113.0000,8.0000,89.0000
Villa Luro,18,1,25.0000,52.0000,9.0000,16.0000,2.0000,50.0000,3.0000,37.0000
Santa Rita,20,5,4.0000,22.0000,2.0000,2.0000,3.0000,19.0000,1.0000,16.0000
Dialogos,20,2,10.0000,18.0000,7.0000,3.0000,4.0000,14.0000,,15.0000
AUBASA BA-LP,6,4,90.0000,21.0000,42.0000,48.0000,3.0000,18.0000,15.0000,11.0000
La Bandera,11,1,23.0000,115.0000,9.0000,14.0000,5.0000,110.0000,12.0000,115.0000
Alvear,16,4,34.0000,135.0000,12.0000,22.0000,30.0000,105.0000,6.0000,106.0000
Ovidio Lagos,12,6,9.0000,109.0000,1.0000,8.0000,6.0000,103.0000,,107.0000
La Carmela,6,1,18.0000,8.0000,8.0000,10.0000,2.0000,6.0000,,8.0000
La Bandera,15,5,7.0000,114.0000,4.0000,3.0000,2.0000,112.0000,2.0000,114.0000
Congreso,1,3,8.0000,18.0000,2.0000,6.0000,1.0000,17.0000,2.0000,10.0000
Fisherton,19,6,12.0000,103.0000,4.0000,8.0000,1.0000,102.0000,2.0000,103.0000
Ovidio Lagos,9,7,31.0000,42.0000,11.0000,20.0000,,42.0000,,40.0000
Bonpland,9,3,107.0000,104.0000,37.0000,70.0000,14.0000,90.0000,24.0000,76.0000
Ovidio Lagos,18,7,15.0000,73.0000,3.0000,12.0000,3.0000,70.0000,,71.0000
Gral Paz Provincia,5,5,93.0000,17.0000,36.0000,57.0000,1.0000,16.0000,15.0000,9.0000
Congreso,7,5,47.0000,43.0000,23.0000,24.0000,10.0000,33.0000,9.0000,40.0000
Rosario Sur,2,1,9.0000,,,9.0000,,,,
AUBASA BA-LP,4,5,26.0000,5.0000,13.0000,13.0000,,5.0000,4.0000,3.0000
Bulnes,10,6,8.0000,68.0000,1.0000,7.0000,2.0000,66.0000,1.0000,49.0000
Buen Ayre,20,2,28.0000,35.0000,5.0000,23.0000,7.0000,28.0000,15.0000,22.0000
Lima,19,3,97.0000,62.0000,39.0000,58.0000,9.0000,53.0000,24.0000,42.0000
Las Heras,10,6,31.0000,39.0000,8.0000,23.0000,4.0000,35.0000,14.0000,39.0000
Congreso,13,7,9.0000,18.0000,3.0000,6.0000,2.0000,16.0000,1.0000,18.0000
Florencio Varela,6,3,36.0000,23.0000,18.0000,18.0000,5.0000,18.0000,4.0000,20.0000
Villa Allende,16,6,2.0000,42.0000,,2.0000,,42.0000,2.0000,33.0000
Maschwitz,8,6,47.0000,,26.0000,21.0000,,,,
Ovidio Lagos,0,5,4.0000,24.0000,1.0000,3.0000,1.0000,23.0000,,24.0000
Florencio Varela,7,5,42.0000,61.0000,26.0000,16.0000,14.0000,47.0000,3.0000,48.0000
Pilar,14,6,6.0000,29.0000,5.0000,1.0000,5.0000,24.0000,1.0000,27.0000
Zarate Brazo Largo,9,1,47.0000,26.0000,15.0000,32.0000,7.0000,19.0000,10.0000,20.0000
Gutierrez,11,6,18.0000,38.0000,7.0000,11.0000,4.0000,34.0000,,27.0000
Amanecer,17,6,18.0000,51.0000,8.0000,10.0000,10.0000,41.0000,1.0000,46.0000
Bonpland,17,5,24.0000,87.0000,10.0000,14.0000,9.0000,78.0000,1.0000,64.0000
Gral Paz Provincia,2,7,32.0000,45.0000,14.0000,18.0000,6.0000,39.0000,5.0000,33.0000
Dialogos,6,6,10.0000,24.0000,8.0000,2.0000,13.0000,11.0000,1.0000,22.0000
El Arco,5,6,16.0000,11.0000,3.0000,13.0000,,11.0000,9.0000,7.0000
Gral Paz Capital,3,5,61.0000,5.0000,20.0000,41.0000,,5.0000,8.0000,3.0000
Trelles,11,2,21.0000,24.0000,5.0000,16.0000,3.0000,21.0000,4.0000,14.0000
Lima,4,5,76.0000,8.0000,23.0000,53.0000,2.0000,6.0000,28.0000,6.0000
Del Tejar,18,7,15.0000,36.0000,6.0000,9.0000,7.0000,29.0000,2.0000,35.0000
Gral Paz Capital,18,1,54.0000,62.0000,20.0000,34.0000,9.0000,53.0000,10.0000,53.0000
Del Tejar,20,3,8.0000,32.0000,5.0000,3.0000,5.0000,27.0000,,27.0000
Gral Paz Capital,16,6,44.0000,93.0000,18.0000,26.0000,11.0000,82.0000,13.0000,82.0000
Arroyo Seco,2,7,123.0000,57.0000,59.0000,64.0000,17.0000,40.0000,31.0000,47.0000
La Carmela,12,1,4.0000,3.0000,,4.0000,,3.0000,,3.0000
El Club,3,3,7.0000,6.0000,5.0000,2.0000,3.0000,3.0000,1.0000,6.0000
Lima,10,5,172.0000,119.0000,55.0000,117.0000,19.0000,100.0000,47.0000,79.0000
Gral Paz Capital,23,1,30.0000,36.0000,10.0000,20.0000,10.0000,26.0000,4.0000,33.0000
AUBASA LP-BA,13,3,45.0000,48.0000,12.0000,33.0000,5.0000,43.0000,13.0000,31.0000
Gral Paz Provincia,22,1,26.0000,39.0000,10.0000,16.0000,2.0000,37.0000,3.0000,25.0000
La Carmela,1,3,8.0000,5.0000,4.0000,4.0000,,5.0000,,5.0000
Santa Fe,16,1,4.0000,9.0000,3.0000,1.0000,,9.0000,,5.0000
Luis Viale,1,1,11.0000,61.0000,2.0000,9.0000,,61.0000,2.0000,51.0000
AUBASA LP-BA,1,7,54.0000,31.0000,16.0000,38.0000,8.0000,23.0000,11.0000,29.0000
Florencio Varela,0,3,10.0000,29.0000,1.0000,9.0000,10.0000,19.0000,7.0000,29.0000
Lima,5,3,66.0000,44.0000,26.0000,40.0000,8.0000,36.0000,24.0000,31.0000
Bulnes,13,2,1.0000,20.0000,,1.0000,1.0000,19.0000,,19.0000
El Club,16,4,50.0000,174.0000,12.0000,38.0000,17.0000,157.0000,3.0000,147.0000
Floresta,16,2,10.0000,27.0000,3.0000,7.0000,2.0000,25.0000,1.0000,24.0000
Ovidio Lagos,16,5,5.0000,92.0000,,5.0000,,92.0000,,89.0000
Alsina,21,3,12.0000,53.0000,8.0000,4.0000,4.0000,49.0000,,30.0000
Florencio Varela,3,1,13.0000,15.0000,4.0000,9.0000,10.0000,5.0000,6.0000,15.0000
Villa Allende,19,7,7.0000,25.0000,1.0000,6.0000,,25.0000,1.0000,21.0000
La Bandera,19,3,5.0000,140.0000,1.0000,4.0000,1.0000,139.0000,2.0000,140.0000
Gutierrez,12,6,15.0000,29.0000,5.0000,10.0000,3.0000,26.0000,6.0000,19.0000
Las Heras,5,7,21.0000,5.0000,13.0000,8.0000,1.0000,4.0000,7.0000,5.0000
Trelles,14,4,4.0000,21.0000,3.0000,1.0000,3.0000,18.0000,,17.0000
Gral Paz Provincia,5,7,87.0000,31.0000,53.0000,34.0000,2.0000,29.0000,13.0000,23.0000
Lima,23,4,36.0000,7.0000,13.0000,23.0000,2.0000,5.0000,11.0000,6.0000
Las Heras,11,6,31.0000,39.0000,5.0000,26.0000,6.0000,33.0000,19.0000,39.0000
Floresta,7,7,32.0000,13.0000,8.0000,24.0000,2.0000,11.0000,8.0000,8.0000
Congreso,12,4,19.0000,35.0000,9.0000,10.0000,5.0000,30.0000,1.0000,33.0000
Buen Ayre,22,6,23.0000,39.0000,9.0000,14.0000,2.0000,37.0000,6.0000,21.0000
Ovidio Lagos,12,2,12.0000,98.0000,4.0000,8.0000,5.0000,93.0000,,94.0000
Arroyo Seco,19,2,170.0000,100.0000,88.0000,82.0000,26.0000,74.0000,17.0000,87.0000
Amanecer,17,2,19.0000,49.0000,5.0000,14.0000,5.0000,44.0000,5.0000,45.0000
Garay,12,1,23.0000,27.0000,10.0000,13.0000,,27.0000,1.0000,21.0000
Zarate Brazo Largo,10,1,36.0000,27.0000,12.0000,24.0000,2.0000,25.0000,10.0000,22.0000
Laferrere,5,4,16.0000,5.0000,4.0000,12.0000,,5.0000,5.0000,5.0000
Buen Ayre,14,6,63.0000,142.0000,18.0000,45.0000,2.0000,140.0000,12.0000,93.0000
Alberdi,0,2,2.0000,,,2.0000,,,,
Gral Paz Provincia,0,3,36.0000,23.0000,11.0000,25.0000,2.0000,21.0000,13.0000,21.0000
Gutierrez,7,1,43.0000,13.0000,19.0000,24.0000,2.0000,11.0000,12.0000,11.0000
Alvear,13,2,21.0000,92.0000,6.0000,15.0000,12.0000,80.0000,6.0000,76.0000
Fisherton,21,2,7.0000,33.0000,1.0000,6.0000,,33.0000,1.0000,33.0000
Zarate,7,1,24.0000,12.0000,15.0000,9.0000,3.0000,9.0000,,12.0000
Dialogos,12,1,4.0000,20.0000,2.0000,2.0000,1.0000,19.0000,,8.0000
San Isidro,2,1,11.0000,31.0000,7.0000,4.0000,4.0000,27.0000,,31.0000
Ovidio Lagos,19,6,11.0000,48.0000,5.0000,6.0000,3.0000,45.0000,,45.0000
Gral Paz Capital,15,4,41.0000,129.0000,12.0000,29.0000,7.0000,122.0000,6.0000,100.0000
El Club,0,7,19.0000,81.0000,11.0000,8.0000,12.0000,69.0000,1.0000,76.0000
Fisherton,0,3,6.0000,34.0000,3.0000,3.0000,1.0000,33.0000,2.0000,22.0000
Los Incas,8,2,34.0000,3.0000,16.0000,18.0000,1.0000,2.0000,,3.0000
Gral Paz Capital,0,3,23.0000,37.0000,5.0000,18.0000,7.0000,30.0000,4.0000,34.0000
Maipu,9,2,26.0000,43.0000,24.0000,2.0000,9.0000,34.0000,,43.0000
Dialogos,5,3,15.0000,7.0000,12.0000,3.0000,4.0000,3.0000,2.0000,5.0000
Santa Rita,5,3,17.0000,21.0000,17.0000,,10.0000,11.0000,,21.0000
Alsina,19,3,26.0000,27.0000,10.0000,16.0000,9.0000,18.0000,1.0000,22.0000
Alberdi,9,6,12.0000,,5.0000,7.0000,,,,
Las Heras,23,7,14.0000,29.0000,3.0000,11.0000,1.0000,28.0000,2.0000,29.0000
Los Incas,21,2,5.0000,,,5.0000,,,,
AUBASA LP-BA,18,2,74.0000,58.0000,25.0000,49.0000,9.0000,49.0000,8.0000,39.0000
Parque Sarmiento,13,4,10.0000,27.0000,5.0000,5.0000,3.0000,24.0000,2.0000,22.0000
Cabildo,19,6,4.0000,9.0000,2.0000,2.0000,,9.0000,,9.0000
Zarate,0,5,8.0000,,2.0000,6.0000,,,,
Santa Fe,6,3,15.0000,1.0000,10.0000,5.0000,,1.0000,2.0000,1.0000
El Arco,16,3,9.0000,75.0000,5.0000,4.0000,2.0000,73.0000,3.0000,59.0000
Gral Paz Provincia,1,7,46.0000,86.0000,16.0000,30.0000,10.0000,76.0000,4.0000,75.0000
CORS EVENTOS,16,5,4.0000,,,4.0000,,,,
Gral Paz Provincia,20,6,30.0000,52.0000,7.0000,23.0000,8.0000,44.0000,6.0000,40.0000
Floresta,9,5,20.0000,23.0000,7.0000,13.0000,4.0000,19.0000,4.0000,16.0000
Arroyo Seco,3,4,114.0000,27.0000,52.0000,62.0000,5.0000,22.0000,32.0000,17.0000
Las Heras,22,1,8.0000,9.0000,2.0000,6.0000,,9.0000,1.0000,9.0000
Arroyo Seco,21,4,50.0000,32.0000,27.0000,23.0000,2.0000,30.0000,11.0000,22.0000
Boulevard,12,5,13.0000,64.0000,8.0000,5.0000,2.0000,62.0000,2.0000,56.0000
Floresta,16,1,10.0000,45.0000,4.0000,6.0000,4.0000,41.0000,3.0000,38.0000
Floresta,20,3,6.0000,7.0000,4.0000,2.0000,4.0000,3.0000,,6.0000
Gral Paz Provincia,1,2,33.0000,38.0000,13.0000,20.0000,1.0000,37.0000,5.0000,29.0000
Cabildo,12,1,3.0000,7.0000,3.0000,,1.0000,6.0000,,7.0000
Santa Rita,13,4,6.0000,56.0000,,6.0000,2.0000,54.0000,1.0000,48.0000
Garay,12,2,9.0000,45.0000,7.0000,2.0000,3.0000,42.0000,1.0000,35.0000
Fisherton,7,1,34.0000,12.0000,13.0000,21.0000,,12.0000,8.0000,12.0000
Fisherton,14,7,14.0000,81.0000,2.0000,12.0000,,81.0000,1.0000,80.0000
Maipu,12,4,6.0000,20.0000,6.0000,,6.0000,14.0000,,20.0000
Los Incas,8,6,34.0000,2.0000,24.0000,10.0000,,2.0000,,2.0000
Parque Sarmiento,12,1,10.0000,17.0000,3.0000,7.0000,2.0000,15.0000,,8.0000
Zarate Brazo Largo,18,5,36.0000,15.0000,8.0000,28.0000,3.0000,12.0000,11.0000,9.0000
Villa Allende,6,6,13.0000,28.0000,,13.0000,1.0000,27.0000,3.0000,20.0000
Bulnes,7,1,5.0000,,2.0000,3.0000,,,,
Parque Sarmiento,20,4,6.0000,11.0000,4.0000,2.0000,,11.0000,1.0000,10.0000
Luis Viale,5,1,6.0000,20.0000,5.0000,1.0000,3.0000,17.0000,,11.0000
Alsina,23,3,5.0000,29.0000,3.0000,2.0000,2.0000,27.0000,,27.0000
La Carmela,16,2,11.0000,20.0000,1.0000,10.0000,2.0000,18.0000,,20.0000
Lima,23,7,59.0000,42.0000,20.0000,39.0000,9.0000,33.0000,17.0000,29.0000
Trelles,2,4,4.0000,6.0000,3.0000,1.0000,1.0000,5.0000,1.0000,4.0000
Dialogos,0,1,19.0000,31.0000,8.0000,11.0000,11.0000,20.0000,7.0000,26.0000
Maipu,3,4,6.0000,7.0000,6.0000,,2.0000,5.0000,,7.0000
Florencio Varela,14,1,1.0000,3.0000,1.0000,,,3.0000,,3.0000
La Carmela,18,5,5.0000,8.0000,2.0000,3.0000,,8.0000,,8.0000
Gutierrez,5,5,32.0000,11.0000,19.0000,13.0000,4.0000,7.0000,2.0000,11.0000
Congreso,8,7,60.0000,28.0000,27.0000,33.0000,4.0000,24.0000,9.0000,23.0000
Centenera,21,1,4.0000,7.0000,1.0000,3.0000,2.0000,5.0000,3.0000,6.0000
Del Tejar,9,1,39.0000,21.0000,30.0000,9.0000,3.0000,18.0000,1.0000,18.0000
Garay,22,5,13.0000,27.0000,3.0000,10.0000,2.0000,25.0000,4.0000,20.0000
Laferrere,1,4,4.0000,20.0000,,4.0000,11.0000,9.0000,2.0000,20.0000
Laferrere,8,2,28.0000,20.0000,22.0000,6.0000,3.0000,17.0000,2.0000,20.0000
Trelles,18,6,10.0000,24.0000,2.0000,8.0000,2.0000,22.0000,3.0000,21.0000
Luis Viale,6,1,18.0000,39.0000,7.0000,11.0000,22.0000,17.0000,5.0000,30.0000
Del Tejar,5,2,18.0000,13.0000,11.0000,7.0000,,13.0000,,10.0000
Pilar,16,4,8.0000,34.0000,6.0000,2.0000,11.0000,23.0000,1.0000,31.0000
Laferrere,15,3,2.0000,13.0000,1.0000,1.0000,1.0000,12.0000,,12.0000
Zarate Brazo Largo,15,3,20.0000,25.0000,5.0000,15.0000,1.0000,24.0000,6.0000,17.0000
Ovidio Lagos,2,6,5.0000,27.0000,,5.0000,3.0000,24.0000,,27.0000
Emilio Castro,13,4,7.0000,11.0000,4.0000,3.0000,2.0000,9.0000,,11.0000
Pilar,11,6,11.0000,38.0000,8.0000,3.0000,6.0000,32.0000,,34.0000
Trelles,22,2,1.0000,12.0000,1.0000,,3.0000,9.0000,,8.0000
Alsina,15,4,24.0000,30.0000,7.0000,17.0000,2.0000,28.0000,7.0000,24.0000
Zarate,2,7,11.0000,3.0000,5.0000,6.0000,1.0000,2.0000,,3.0000
Alsina,13,5,33.0000,30.0000,8.0000,25.0000,2.0000,28.0000,7.0000,24.0000
AUBASA BA-LP,20,7,39.0000,31.0000,16.0000,23.0000,6.0000,25.0000,2.0000,23.0000
La Bandera,6,5,22.0000,25.0000,9.0000,13.0000,11.0000,14.0000,12.0000,25.0000
El Arco,1,7,9.0000,16.0000,3.0000,6.0000,3.0000,13.0000,6.0000,13.0000
Laferrere,20,4,1.0000,6.0000,,1.0000,,6.0000,,6.0000
Bulnes,6,7,4.0000,3.0000,1.0000,3.0000,,3.0000,,3.0000
Olivos,17,2,13.0000,28.0000,13.0000,,7.0000,21.0000,,20.0000
Zarate Brazo Largo,21,1,15.0000,4.0000,5.0000,10.0000,,4.0000,4.0000,3.0000
Olivos,13,2,11.0000,24.0000,6.0000,5.0000,6.0000,18.0000,,22.0000
Bulnes,17,1,4.0000,8.0000,3.0000,1.0000,,8.0000,1.0000,8.0000
Villa Allende,18,6,3.0000,43.0000,1.0000,2.0000,3.0000,40.0000,2.0000,37.0000
Olivos,9,1,25.0000,22.0000,18.0000,7.0000,8.0000,14.0000,,20.0000
Ovidio Lagos,12,1,14.0000,24.0000,2.0000,12.0000,2.0000,22.0000,,24.0000
Pilar,3,1,9.0000,8.0000,5.0000,4.0000,,8.0000,1.0000,7.0000
Centenera,18,6,16.0000,21.0000,6.0000,10.0000,6.0000,15.0000,3.0000,15.0000
San Isidro,22,5,5.0000,11.0000,3.0000,2.0000,1.0000,10.0000,2.0000,8.0000
Buen Ayre,1,6,13.0000,22.0000,,13.0000,1.0000,21.0000,7.0000,18.0000
Alberdi,11,5,6.0000,1.0000,1.0000,5.0000,,1.0000,,1.0000
Florencio Varela,3,2,11.0000,9.0000,1.0000,10.0000,4.0000,5.0000,6.0000,9.0000
La Carmela,17,4,14.0000,7.0000,3.0000,11.0000,1.0000,6.0000,,7.0000
La Carmela,19,5,10.0000,11.0000,4.0000,6.0000,1.0000,10.0000,,11.0000
Pilar,0,6,5.0000,5.0000,1.0000,4.0000,1.0000,4.0000,3.0000,4.0000
Dialogos,0,2,6.0000,15.0000,4.0000,2.0000,1.0000,14.0000,,14.0000
La Carmela,3,4,7.0000,10.0000,2.0000,5.0000,2.0000,8.0000,,10.0000
Maipu,6,3,5.0000,21.0000,5.0000,,12.0000,9.0000,,21.0000
Santa Rita,17,1,13.0000,41.0000,3.0000,10.0000,1.0000,40.0000,3.0000,28.0000
CORS EVENTOS,21,6,9.0000,,,9.0000,,,,
Santa Fe,13,5,7.0000,6.0000,,7.0000,1.0000,5.0000,4.0000,6.0000
Maipu,5,1,12.0000,13.0000,10.0000,2.0000,2.0000,11.0000,,13.0000
Floresta,5,5,11.0000,39.0000,2.0000,9.0000,3.0000,36.0000,2.0000,37.0000
Dialogos,3,7,7.0000,13.0000,3.0000,4.0000,8.0000,5.0000,,11.0000
Quilmes,9,1,11.0000,28.0000,2.0000,9.0000,2.0000,26.0000,,26.0000
Laferrere,9,7,22.0000,7.0000,5.0000,17.0000,,7.0000,12.0000,7.0000
Luis Viale,4,7,18.0000,21.0000,10.0000,8.0000,6.0000,15.0000,3.0000,16.0000
Quilmes,5,3,28.0000,5.0000,8.0000,20.0000,1.0000,4.0000,,4.0000
