estacion,hora,dia_semana,q_cafes_llevar_algo,q_cafes_local_algo,q_cafes_llevar_algo_leche,q_cafes_llevar_algo_otros,q_cafes_local_algo_leche,q_cafes_local_algo_otros
La Carmela,4,1,48.0000,52.0000,24.0000,24.0000,20.0000,32.0000
Santa Fe,9,2,85.0000,56.0000,38.0000,47.0000,16.0000,40.0000
Los Incas,9,4,140.0000,4.0000,68.0000,72.0000,,4.0000
Alberdi,15,4,21.0000,3.0000,13.0000,8.0000,2.0000,1.0000
Zarate,5,6,89.0000,20.0000,51.0000,38.0000,12.0000,8.0000
AUBASA LP-BA,2,7,106.0000,77.0000,35.0000,71.0000,15.0000,62.0000
Villa Allende,3,3,,1.0000,,,,1.0000
Gutierrez,15,4,39.0000,115.0000,14.0000,25.0000,34.0000,81.0000
Del Tejar,22,4,9.0000,41.0000,6.0000,3.0000,11.0000,30.0000
Gral Paz Provincia,7,5,533.0000,678.0000,313.0000,220.0000,309.0000,369.0000
Emilio Castro,18,5,38.0000,79.0000,17.0000,21.0000,20.0000,59.0000
Garay,6,6,162.0000,155.0000,108.0000,54.0000,73.0000,82.0000
Del Tejar,8,6,207.0000,374.0000,174.0000,33.0000,207.0000,167.0000
Emilio Castro,15,6,23.0000,31.0000,6.0000,17.0000,5.0000,26.0000
Arroyo Seco,16,6,1109.0000,1198.0000,551.0000,558.0000,367.0000,831.0000
Zarate Brazo Largo,18,6,212.0000,181.0000,89.0000,123.0000,65.0000,116.0000
Rivadavia,19,6,2.0000,,,2.0000,,
Floresta,13,7,37.0000,40.0000,5.0000,32.0000,13.0000,27.0000
Arroyo Seco,21,7,187.0000,216.0000,87.0000,100.0000,107.0000,109.0000
El Club,21,7,39.0000,104.0000,26.0000,13.0000,35.0000,69.0000
Villa Allende,23,7,2.0000,22.0000,2.0000,,,22.0000
Floresta,14,1,13.0000,46.0000,4.0000,9.0000,10.0000,36.0000
Lima,19,1,833.0000,726.0000,401.0000,432.0000,288.0000,438.0000
Alberdi,11,2,14.0000,,10.0000,4.0000,,
Gutierrez,16,2,72.0000,170.0000,17.0000,55.0000,66.0000,104.0000
Del Tejar,18,2,52.0000,192.0000,38.0000,14.0000,74.0000,118.0000
Garay,21,2,16.0000,50.0000,3.0000,13.0000,13.0000,37.0000
Maschwitz,13,3,10.0000,,6.0000,4.0000,,
Luis Viale,14,3,31.0000,166.0000,8.0000,23.0000,27.0000,139.0000
Boulevard,20,3,9.0000,67.0000,6.0000,3.0000,26.0000,41.0000
Cabildo,20,3,8.0000,9.0000,3.0000,5.0000,4.0000,5.0000
La Carmela,0,4,19.0000,19.0000,9.0000,10.0000,4.0000,15.0000
Fisherton,3,4,22.0000,24.0000,14.0000,8.0000,15.0000,9.0000
Rosario Sur,7,5,18.0000,,9.0000,9.0000,,
Bonpland,14,5,43.0000,241.0000,15.0000,28.0000,51.0000,190.0000
Emilio Castro,0,6,43.0000,26.0000,36.0000,7.0000,5.0000,21.0000
Luis Viale,20,7,22.0000,78.0000,9.0000,13.0000,16.0000,62.0000
Maschwitz,0,2,11.0000,,2.0000,9.0000,,
Fisherton,12,2,40.0000,305.0000,18.0000,22.0000,4.0000,301.0000
Gral Paz Provincia,17,2,175.0000,418.0000,82.0000,93.0000,138.0000,280.0000
Parque Sarmiento,16,3,65.0000,260.0000,24.0000,41.0000,59.0000,201.0000
Gral Paz Capital,5,4,304.0000,161.0000,151.0000,153.0000,80.0000,81.0000
Boulevard,19,5,36.0000,158.0000,19.0000,17.0000,56.0000,102.0000
Floresta,14,6,17.0000,63.0000,8.0000,9.0000,18.0000,45.0000
Villa Allende,14,6,15.0000,78.0000,4.0000,11.0000,8.0000,70.0000
San Isidro,5,7,73.0000,76.0000,38.0000,35.0000,40.0000,36.0000
El Club,1,1,60.0000,218.0000,22.0000,38.0000,45.0000,173.0000
Maipu,3,3,9.0000,11.0000,9.0000,,5.0000,6.0000
Rosario Sur,7,7,22.0000,,9.0000,13.0000,,
Maschwitz,8,4,53.0000,,28.0000,25.0000,,
Santa Fe,12,4,23.0000,13.0000,8.0000,15.0000,5.0000,8.0000
Rivadavia,17,6,1.0000,,1.0000,,,
Zarate,14,7,15.0000,5.0000,9.0000,6.0000,1.0000,4.0000
Bulnes,21,6,5.0000,37.0000,,5.0000,2.0000,35.0000
AUBASA LP-BA,1,4,54.0000,51.0000,16.0000,38.0000,7.0000,44.0000
Villa Allende,0,3,,1.0000,,,,1.0000
Fisherton,7,4,305.0000,544.0000,137.0000,168.0000,30.0000,514.0000
Del Tejar,10,4,89.0000,369.0000,59.0000,30.0000,126.0000,243.0000
Rosario Sur,19,4,4.0000,,3.0000,1.0000,,
Quilmes,23,4,12.0000,32.0000,3.0000,9.0000,12.0000,20.0000
Fisherton,10,6,117.0000,821.0000,45.0000,72.0000,27.0000,794.0000
Quilmes,14,6,21.0000,158.0000,4.0000,17.0000,45.0000,113.0000
Zarate,21,6,15.0000,5.0000,9.0000,6.0000,1.0000,4.0000
America,10,7,106.0000,351.0000,49.0000,57.0000,82.0000,269.0000
Villa Allende,12,7,44.0000,277.0000,12.0000,32.0000,60.0000,217.0000
Amanecer,15,7,34.0000,106.0000,16.0000,18.0000,23.0000,83.0000
Quilmes,18,7,37.0000,131.0000,11.0000,26.0000,45.0000,86.0000
Gral Paz Capital,23,7,47.0000,122.0000,20.0000,27.0000,27.0000,95.0000
Del Tejar,15,1,15.0000,91.0000,12.0000,3.0000,26.0000,65.0000
Bonpland,13,2,59.0000,218.0000,33.0000,26.0000,64.0000,154.0000
AUBASA BA-LP,11,3,444.0000,663.0000,214.0000,230.0000,270.0000,393.0000
Florencio Varela,13,5,21.0000,110.0000,13.0000,8.0000,41.0000,69.0000
Floresta,16,6,29.0000,73.0000,12.0000,17.0000,26.0000,47.0000
Ovidio Lagos,4,7,10.0000,86.0000,8.0000,2.0000,11.0000,75.0000
Amanecer,10,7,185.0000,293.0000,93.0000,92.0000,99.0000,194.0000
Zarate,12,7,23.0000,27.0000,9.0000,14.0000,11.0000,16.0000
Luis Viale,0,1,22.0000,67.0000,9.0000,13.0000,9.0000,58.0000
Fisherton,6,3,212.0000,203.0000,129.0000,83.0000,6.0000,197.0000
Arroyo Seco,6,4,979.0000,787.0000,610.0000,369.0000,432.0000,355.0000
Centenera,19,4,32.0000,46.0000,12.0000,20.0000,12.0000,34.0000
Mitre,17,5,,,,,,
El Arco,2,7,38.0000,47.0000,9.0000,29.0000,12.0000,35.0000
Maipu,12,1,27.0000,46.0000,27.0000,,17.0000,29.0000
Rosario Sur,13,2,5.0000,,3.0000,2.0000,,
Florencio Varela,2,3,2.0000,30.0000,,2.0000,23.0000,7.0000
Florencio Varela,5,3,63.0000,49.0000,3.0000,60.0000,26.0000,23.0000
Amanecer,22,3,14.0000,39.0000,5.0000,9.0000,4.0000,35.0000
Bulnes,20,6,11.0000,52.0000,1.0000,10.0000,5.0000,47.0000
Alberdi,0,7,2.0000,,,2.0000,,
El Club,18,7,113.0000,742.0000,68.0000,45.0000,334.0000,408.0000
America,22,1,17.0000,66.0000,3.0000,14.0000,8.0000,58.0000
Ovidio Lagos,15,7,9.0000,97.0000,3.0000,6.0000,14.0000,83.0000
Bulnes,5,2,,,,,,
Alberdi,7,3,53.0000,2.0000,23.0000,30.0000,1.0000,1.0000
Anchorena,14,3,,,,,,
Las Heras,3,6,23.0000,25.0000,12.0000,11.0000,8.0000,17.0000
Arroyo Seco,5,6,551.0000,380.0000,280.0000,271.0000,201.0000,179.0000
Anchorena,6,6,,,,,,
AUBASA LP-BA,2,5,41.0000,20.0000,23.0000,18.0000,2.0000,18.0000
OPERADOR LOGISTICO 2,7,2,,14984.0000,,,,14984.0000
Emilio Castro,6,4,195.0000,91.0000,89.0000,106.0000,49.0000,42.0000
Buen Ayre,18,4,481.0000,923.0000,216.0000,265.0000,383.0000,540.0000
Rosario Sur,0,5,4.0000,,3.0000,1.0000,,
America,13,5,55.0000,192.0000,24.0000,31.0000,34.0000,158.0000
Boulevard,15,6,26.0000,210.0000,9.0000,17.0000,43.0000,167.0000
La Bandera,9,7,91.0000,388.0000,42.0000,49.0000,176.0000,212.0000
Del Tejar,10,7,142.0000,267.0000,108.0000,34.0000,98.0000,169.0000
Boulevard,0,1,14.0000,11.0000,10.0000,4.0000,6.0000,5.0000
Parque Sarmiento,13,1,18.0000,48.0000,9.0000,9.0000,10.0000,38.0000
Bonpland,18,1,100.0000,270.0000,52.0000,48.0000,102.0000,168.0000
Maschwitz,23,1,4.0000,1.0000,2.0000,2.0000,,1.0000
Quilmes,14,2,23.0000,115.0000,6.0000,17.0000,38.0000,77.0000
Luis Viale,16,2,51.0000,199.0000,15.0000,36.0000,40.0000,159.0000
Arroyo Seco,11,3,606.0000,989.0000,314.0000,292.0000,414.0000,575.0000
Las Heras,15,3,35.0000,101.0000,9.0000,26.0000,22.0000,79.0000
Trelles,16,3,39.0000,134.0000,13.0000,26.0000,24.0000,110.0000
Alvear,22,3,24.0000,121.0000,15.0000,9.0000,20.0000,101.0000
Mitre,11,4,,,,,,
Alvear,15,5,69.0000,408.0000,37.0000,32.0000,128.0000,280.0000
San Isidro,8,6,332.0000,501.0000,170.0000,162.0000,247.0000,254.0000
Lima,18,6,1011.0000,864.0000,451.0000,560.0000,307.0000,557.0000
Garay,18,7,48.0000,169.0000,19.0000,29.0000,44.0000,125.0000
America,1,1,33.0000,89.0000,12.0000,21.0000,27.0000,62.0000
Florencio Varela,5,2,68.0000,45.0000,5.0000,63.0000,21.0000,24.0000
El Arco,20,2,35.0000,158.0000,21.0000,14.0000,53.0000,105.0000
Garay,0,3,20.0000,27.0000,7.0000,13.0000,6.0000,21.0000
Bonpland,8,3,213.0000,574.0000,108.0000,105.0000,244.0000,330.0000
Alvear,15,3,68.0000,419.0000,17.0000,51.0000,114.0000,305.0000
Bulnes,18,4,25.0000,160.0000,11.0000,14.0000,30.0000,130.0000
Mitre,21,4,,,,,,
CORS Alem,11,5,130.0000,,71.0000,59.0000,,
AUBASA LP-BA,10,6,546.0000,668.0000,247.0000,299.0000,253.0000,415.0000
Zarate,15,2,43.0000,25.0000,25.0000,18.0000,10.0000,15.0000
El Arco,16,2,48.0000,175.0000,26.0000,22.0000,45.0000,130.0000
Maschwitz,3,5,7.0000,,2.0000,5.0000,,
Lima,5,2,493.0000,348.0000,222.0000,271.0000,168.0000,180.0000
Congreso,0,4,17.0000,24.0000,5.0000,12.0000,4.0000,20.0000
Cabildo,14,5,8.0000,45.0000,3.0000,5.0000,9.0000,36.0000
Maipu,3,6,10.0000,17.0000,10.0000,,8.0000,9.0000
Lima,23,6,142.0000,168.0000,53.0000,89.0000,60.0000,108.0000
Luis Viale,12,7,28.0000,130.0000,12.0000,16.0000,26.0000,104.0000
El Arco,5,4,94.0000,39.0000,28.0000,66.0000,15.0000,24.0000
CORS Alem,8,4,794.0000,,483.0000,311.0000,,
Alvear,3,5,36.0000,76.0000,14.0000,22.0000,30.0000,46.0000
Fisherton,5,3,84.0000,63.0000,29.0000,55.0000,33.0000,30.0000
Rivadavia,13,4,1.0000,,1.0000,,,
Arroyo Seco,4,2,438.0000,168.0000,230.0000,208.0000,100.0000,68.0000
Bulnes,1,3,,,,,,
AUBASA BA-LP,10,4,715.0000,945.0000,362.0000,353.0000,385.0000,560.0000
Zarate,17,4,41.0000,29.0000,22.0000,19.0000,12.0000,17.0000
La Carmela,19,4,50.0000,32.0000,35.0000,15.0000,15.0000,17.0000
Arroyo Seco,20,4,316.0000,272.0000,161.0000,155.0000,112.0000,160.0000
Olivos,7,5,227.0000,199.0000,106.0000,121.0000,123.0000,76.0000
Arroyo Seco,16,5,991.0000,1125.0000,484.0000,507.0000,400.0000,725.0000
Gral Paz Provincia,19,5,210.0000,372.0000,112.0000,98.0000,140.0000,232.0000
America,22,5,17.0000,80.0000,5.0000,12.0000,11.0000,69.0000
Los Incas,2,6,4.0000,,2.0000,2.0000,,
Cabildo,11,6,46.0000,76.0000,17.0000,29.0000,14.0000,62.0000
Maschwitz,6,7,73.0000,,47.0000,26.0000,,
Alberdi,11,7,26.0000,,16.0000,10.0000,,
Alberdi,13,7,11.0000,,5.0000,6.0000,,
Trelles,14,7,8.0000,44.0000,5.0000,3.0000,9.0000,35.0000
Olivos,18,7,44.0000,143.0000,42.0000,2.0000,55.0000,88.0000
Emilio Castro,3,1,26.0000,32.0000,6.0000,20.0000,4.0000,28.0000
Pilar,13,1,24.0000,25.0000,19.0000,5.0000,12.0000,13.0000
Luis Viale,19,2,39.0000,118.0000,14.0000,25.0000,33.0000,85.0000
Maschwitz,9,3,66.0000,,49.0000,17.0000,,
Zarate,17,3,37.0000,35.0000,17.0000,20.0000,16.0000,19.0000
Bonpland,3,4,21.0000,75.0000,13.0000,8.0000,33.0000,42.0000
Laferrere,6,4,74.0000,84.0000,43.0000,31.0000,34.0000,50.0000
Gutierrez,1,5,23.0000,27.0000,10.0000,13.0000,12.0000,15.0000
Florencio Varela,1,6,13.0000,59.0000,,13.0000,26.0000,33.0000
Gral Paz Capital,13,7,119.0000,176.0000,55.0000,64.0000,57.0000,119.0000
AUBASA LP-BA,16,7,322.0000,613.0000,117.0000,205.0000,147.0000,466.0000
Florencio Varela,23,7,21.0000,49.0000,10.0000,11.0000,13.0000,36.0000
Rosario Sur,16,1,7.0000,,2.0000,5.0000,,
Alberdi,17,1,16.0000,,8.0000,8.0000,,
La Carmela,21,1,28.0000,37.0000,15.0000,13.0000,11.0000,26.0000
Trelles,10,2,64.0000,163.0000,31.0000,33.0000,36.0000,127.0000
Quilmes,14,3,22.0000,113.0000,6.0000,16.0000,26.0000,87.0000
El Arco,17,3,54.0000,264.0000,24.0000,30.0000,62.0000,202.0000
Luis Viale,0,4,19.0000,56.0000,13.0000,6.0000,15.0000,41.0000
Florencio Varela,7,4,168.0000,520.0000,111.0000,57.0000,265.0000,255.0000
Boulevard,8,4,150.0000,365.0000,78.0000,72.0000,143.0000,222.0000
Santa Fe,15,4,10.0000,23.0000,2.0000,8.0000,4.0000,19.0000
Bulnes,21,7,2.0000,13.0000,1.0000,1.0000,6.0000,7.0000
Cabildo,12,2,24.0000,47.0000,15.0000,9.0000,11.0000,36.0000
Congreso,11,5,76.0000,231.0000,34.0000,42.0000,72.0000,159.0000
Maipu,22,5,22.0000,24.0000,19.0000,3.0000,7.0000,17.0000
El Club,5,7,57.0000,68.0000,25.0000,32.0000,22.0000,46.0000
Trelles,13,7,24.0000,46.0000,9.0000,15.0000,10.0000,36.0000
Garay,2,1,22.0000,72.0000,3.0000,19.0000,31.0000,41.0000
La Bandera,15,1,9.0000,111.0000,5.0000,4.0000,17.0000,94.0000
El Club,23,1,38.0000,96.0000,16.0000,22.0000,26.0000,70.0000
Gral Paz Capital,2,7,66.0000,189.0000,20.0000,46.0000,45.0000,144.0000
Los Incas,19,1,9.0000,1.0000,3.0000,6.0000,,1.0000
Santa Rita,6,4,95.0000,143.0000,53.0000,42.0000,72.0000,71.0000
Rosario Sur,3,6,3.0000,,1.0000,2.0000,,
Amanecer,6,6,137.0000,266.0000,70.0000,67.0000,81.0000,185.0000
OPERADOR LOGISTICO 2,14,2,,3450.0000,,,,3450.0000
OPERADOR LOGISTICO,15,5,,2236.0000,,,,2236.0000
Rivadavia,2,5,,,,,,
OPERADOR LOGISTICO,10,5,,,,,,
OPERADOR LOGISTICO 2,18,7,,6436.0000,,,,6436.0000
Rivadavia,4,6,,,,,,
OPERADOR LOGISTICO,22,6,,6700.0000,,,,6700.0000
CORS EVENTOS,18,4,9.0000,,,9.0000,,
Rivadavia,5,3,,,,,,
OPERADOR LOGISTICO,20,5,,130.0000,,,,130.0000
OPERADOR LOGISTICO,20,2,,,,,,
OPERADOR LOGISTICO,20,4,,1662.0000,,,,1662.0000
OPERADOR LOGISTICO 2,23,1,,8008.0000,,,,8008.0000
OPERADOR LOGISTICO,23,4,,,,,,
OPERADOR LOGISTICO,21,3,,100.0000,,,,100.0000
CASTROL MELI,7,2,,,,,,
CASTROL MELI,14,1,,,,,,
CASTROL MELI,17,5,,,,,,
Centenera,15,4,30.0000,91.0000,11.0000,19.0000,21.0000,70.0000
Maschwitz,19,4,12.0000,,3.0000,9.0000,,
AUBASA LP-BA,20,4,94.0000,86.0000,43.0000,51.0000,38.0000,48.0000
Villa Luro,8,5,213.0000,573.0000,121.0000,92.0000,223.0000,350.0000
Laferrere,14,6,13.0000,28.0000,3.0000,10.0000,6.0000,22.0000
Alsina,22,6,18.0000,43.0000,14.0000,4.0000,14.0000,29.0000
Gral Paz Capital,1,7,104.0000,211.0000,34.0000,70.0000,61.0000,150.0000
Del Tejar,22,7,14.0000,64.0000,14.0000,,18.0000,46.0000
Arroyo Seco,9,1,1210.0000,2245.0000,738.0000,472.0000,1260.0000,985.0000
Centenera,18,1,26.0000,59.0000,14.0000,12.0000,26.0000,33.0000
Florencio Varela,16,2,69.0000,179.0000,22.0000,47.0000,80.0000,99.0000
Lima,19,2,504.0000,515.0000,196.0000,308.0000,186.0000,329.0000
Lima,10,3,825.0000,1263.0000,392.0000,433.0000,510.0000,753.0000
Olivos,22,3,7.0000,20.0000,7.0000,,6.0000,14.0000
Alberdi,0,4,5.0000,,3.0000,2.0000,,
Pilar,6,4,132.0000,67.0000,71.0000,61.0000,33.0000,34.0000
Alsina,9,4,74.0000,262.0000,52.0000,22.0000,99.0000,163.0000
Bonpland,21,4,46.0000,103.0000,7.0000,39.0000,24.0000,79.0000
Quilmes,1,5,7.0000,25.0000,3.0000,4.0000,11.0000,14.0000
Gral Paz Capital,7,5,519.0000,452.0000,346.0000,173.0000,196.0000,256.0000
Emilio Castro,13,5,34.0000,37.0000,14.0000,20.0000,11.0000,26.0000
Santa Fe,20,5,8.0000,9.0000,4.0000,4.0000,4.0000,5.0000
Fisherton,22,6,15.0000,114.0000,6.0000,9.0000,22.0000,92.0000
Alberdi,3,7,3.0000,,,3.0000,,
Luis Viale,6,7,73.0000,73.0000,45.0000,28.0000,32.0000,41.0000
AUBASA BA-LP,16,7,302.0000,345.0000,102.0000,200.0000,119.0000,226.0000
America,21,7,12.0000,64.0000,8.0000,4.0000,18.0000,46.0000
Gral Paz Provincia,6,1,273.0000,376.0000,149.0000,124.0000,182.0000,194.0000
Santa Fe,12,1,18.0000,17.0000,6.0000,12.0000,7.0000,10.0000
Trelles,0,2,28.0000,22.0000,11.0000,17.0000,10.0000,12.0000
Maschwitz,6,3,61.0000,,36.0000,25.0000,,
Olivos,16,3,35.0000,155.0000,29.0000,6.0000,51.0000,104.0000
Laferrere,20,3,14.0000,25.0000,5.0000,9.0000,9.0000,16.0000
Pilar,23,3,13.0000,17.0000,5.0000,8.0000,2.0000,15.0000
Emilio Castro,10,4,94.0000,101.0000,35.0000,59.0000,46.0000,55.0000
Mitre,16,4,,,,,,
Gral Paz Capital,4,5,174.0000,99.0000,86.0000,88.0000,43.0000,56.0000
Dialogos,4,5,24.0000,28.0000,15.0000,9.0000,18.0000,10.0000
Pilar,14,5,21.0000,81.0000,13.0000,8.0000,29.0000,52.0000
Del Tejar,20,5,22.0000,111.0000,13.0000,9.0000,32.0000,79.0000
Trelles,19,6,36.0000,76.0000,18.0000,18.0000,17.0000,59.0000
Los Incas,6,7,80.0000,,37.0000,43.0000,,
Ovidio Lagos,11,1,55.0000,222.0000,17.0000,38.0000,42.0000,180.0000
Las Heras,15,1,21.0000,45.0000,5.0000,16.0000,11.0000,34.0000
Cabildo,3,2,3.0000,5.0000,,3.0000,1.0000,4.0000
Anchorena,4,5,,,,,,
Rivadavia,17,5,,,,,,
Floresta,1,6,15.0000,23.0000,4.0000,11.0000,9.0000,14.0000
Villa Luro,2,7,45.0000,105.0000,17.0000,28.0000,17.0000,88.0000
Los Incas,11,1,30.0000,3.0000,9.0000,21.0000,,3.0000
Emilio Castro,11,2,47.0000,85.0000,29.0000,18.0000,23.0000,62.0000
Luis Viale,6,5,95.0000,96.0000,64.0000,31.0000,57.0000,39.0000
Centenera,12,1,18.0000,49.0000,9.0000,9.0000,8.0000,41.0000
Floresta,6,2,82.0000,112.0000,11.0000,71.0000,53.0000,59.0000
Las Heras,11,2,64.0000,165.0000,20.0000,44.0000,54.0000,111.0000
Maipu,14,6,21.0000,116.0000,21.0000,,25.0000,91.0000
Buen Ayre,3,1,83.0000,133.0000,24.0000,59.0000,52.0000,81.0000
Gutierrez,2,6,24.0000,26.0000,13.0000,11.0000,11.0000,15.0000
Floresta,3,5,5.0000,18.0000,3.0000,2.0000,2.0000,16.0000
Centenera,4,6,39.0000,12.0000,13.0000,26.0000,5.0000,7.0000
OPERADOR LOGISTICO 2,18,4,,20878.0000,,,,20878.0000
Bulnes,5,1,,,,,,
OPERADOR LOGISTICO 2,13,7,,7169.0000,,,,7169.0000
Pilar,20,4,17.0000,42.0000,16.0000,1.0000,27.0000,15.0000
Pilar,8,5,182.0000,307.0000,132.0000,50.0000,152.0000,155.0000
Quilmes,9,5,150.0000,428.0000,15.0000,135.0000,220.0000,208.0000
Zarate,11,5,58.0000,102.0000,32.0000,26.0000,29.0000,73.0000
Ovidio Lagos,18,5,19.0000,243.0000,1.0000,18.0000,30.0000,213.0000
La Bandera,6,6,42.0000,97.0000,16.0000,26.0000,53.0000,44.0000
Gral Paz Capital,8,6,763.0000,631.0000,480.0000,283.0000,283.0000,348.0000
Gral Paz Capital,10,6,515.0000,607.0000,288.0000,227.0000,231.0000,376.0000
Garay,14,6,53.0000,111.0000,19.0000,34.0000,23.0000,88.0000
Buen Ayre,16,6,443.0000,810.0000,185.0000,258.0000,294.0000,516.0000
Trelles,17,6,71.0000,104.0000,26.0000,45.0000,25.0000,79.0000
AUBASA BA-LP,20,6,212.0000,166.0000,93.0000,119.0000,64.0000,102.0000
Villa Luro,23,6,43.0000,100.0000,19.0000,24.0000,20.0000,80.0000
Quilmes,23,6,16.0000,50.0000,6.0000,10.0000,10.0000,40.0000
Florencio Varela,8,7,191.0000,441.0000,131.0000,60.0000,199.0000,242.0000
Villa Allende,10,7,109.0000,486.0000,14.0000,95.0000,147.0000,339.0000
Alsina,13,1,47.0000,55.0000,27.0000,20.0000,14.0000,41.0000
Rosario Sur,18,1,13.0000,,7.0000,6.0000,,
Fisherton,20,1,20.0000,211.0000,4.0000,16.0000,4.0000,207.0000
Del Tejar,9,2,98.0000,345.0000,69.0000,29.0000,143.0000,202.0000
Luis Viale,11,2,46.0000,227.0000,21.0000,25.0000,49.0000,178.0000
Floresta,19,2,41.0000,62.0000,10.0000,31.0000,23.0000,39.0000
Amanecer,20,2,11.0000,71.0000,2.0000,9.0000,14.0000,57.0000
Del Tejar,22,2,8.0000,37.0000,5.0000,3.0000,5.0000,32.0000
Rivadavia,0,4,,,,,,
Garay,0,4,13.0000,46.0000,3.0000,10.0000,17.0000,29.0000
Gral Paz Capital,19,4,149.0000,295.0000,71.0000,78.0000,108.0000,187.0000
Mitre,13,7,,,,,,
Bonpland,10,1,83.0000,245.0000,33.0000,50.0000,73.0000,172.0000
Santa Rita,18,1,65.0000,176.0000,29.0000,36.0000,74.0000,102.0000
Laferrere,23,1,9.0000,30.0000,4.0000,5.0000,13.0000,17.0000
La Carmela,10,5,118.0000,125.0000,70.0000,48.0000,58.0000,67.0000
Emilio Castro,17,5,46.0000,56.0000,14.0000,32.0000,13.0000,43.0000
Olivos,17,5,44.0000,197.0000,41.0000,3.0000,91.0000,106.0000
Bulnes,12,7,21.0000,97.0000,6.0000,15.0000,18.0000,79.0000
Gral Paz Capital,22,5,44.0000,102.0000,30.0000,14.0000,24.0000,78.0000
AUBASA BA-LP,1,6,77.0000,76.0000,28.0000,49.0000,16.0000,60.0000
Maschwitz,2,6,6.0000,,4.0000,2.0000,,
El Club,3,7,31.0000,77.0000,16.0000,15.0000,19.0000,58.0000
Congreso,12,1,47.0000,81.0000,19.0000,28.0000,21.0000,60.0000
Alvear,19,1,116.0000,452.0000,51.0000,65.0000,151.0000,301.0000
Mitre,19,1,,,,,,
Santa Rita,14,6,33.0000,110.0000,8.0000,25.0000,29.0000,81.0000
Parque Sarmiento,11,3,84.0000,234.0000,32.0000,52.0000,57.0000,177.0000
Congreso,23,7,39.0000,39.0000,8.0000,31.0000,8.0000,31.0000
CORS EVENTOS,15,5,,,,,,
Emilio Castro,22,7,7.0000,17.0000,3.0000,4.0000,8.0000,9.0000
El Club,1,7,41.0000,118.0000,11.0000,30.0000,22.0000,96.0000
Mitre,10,4,,,,,,
Florencio Varela,2,2,9.0000,31.0000,3.0000,6.0000,21.0000,10.0000
Villa Allende,1,3,3.0000,2.0000,,3.0000,1.0000,1.0000
Gutierrez,18,4,45.0000,141.0000,22.0000,23.0000,63.0000,78.0000
Rivadavia,20,4,,,,,,
Buen Ayre,20,4,117.0000,181.0000,59.0000,58.0000,75.0000,106.0000
Del Tejar,20,4,14.0000,101.0000,6.0000,8.0000,45.0000,56.0000
La Carmela,9,5,139.0000,161.0000,78.0000,61.0000,76.0000,85.0000
Alsina,21,5,15.0000,38.0000,8.0000,7.0000,6.0000,32.0000
Gral Paz Provincia,11,6,267.0000,467.0000,153.0000,114.0000,138.0000,329.0000
Laferrere,19,6,21.0000,82.0000,10.0000,11.0000,31.0000,51.0000
Luis Viale,9,7,83.0000,222.0000,36.0000,47.0000,68.0000,154.0000
Congreso,11,7,125.0000,212.0000,59.0000,66.0000,66.0000,146.0000
Alsina,14,7,28.0000,39.0000,11.0000,17.0000,12.0000,27.0000
Alsina,18,7,43.0000,86.0000,21.0000,22.0000,24.0000,62.0000
Centenera,20,7,17.0000,20.0000,11.0000,6.0000,7.0000,13.0000
Rivadavia,21,7,1.0000,,1.0000,,,
Alvear,6,2,217.0000,664.0000,125.0000,92.0000,298.0000,366.0000
Gral Paz Capital,11,2,271.0000,477.0000,138.0000,133.0000,184.0000,293.0000
La Carmela,13,2,24.0000,42.0000,13.0000,11.0000,15.0000,27.0000
La Carmela,14,2,29.0000,37.0000,16.0000,13.0000,9.0000,28.0000
Laferrere,21,2,6.0000,29.0000,3.0000,3.0000,8.0000,21.0000
Cabildo,7,3,57.0000,97.0000,25.0000,32.0000,16.0000,81.0000
Arroyo Seco,12,3,316.0000,543.0000,164.0000,152.0000,175.0000,368.0000
Villa Allende,12,3,26.0000,196.0000,4.0000,22.0000,27.0000,169.0000
Parque Sarmiento,23,3,3.0000,18.0000,1.0000,2.0000,2.0000,16.0000
Maipu,5,5,32.0000,35.0000,27.0000,5.0000,19.0000,16.0000
AUBASA BA-LP,5,5,287.0000,112.0000,138.0000,149.0000,44.0000,68.0000
Garay,11,5,77.0000,331.0000,31.0000,46.0000,113.0000,218.0000
La Carmela,19,7,38.0000,35.0000,20.0000,18.0000,18.0000,17.0000
Ovidio Lagos,5,1,23.0000,192.0000,2.0000,21.0000,49.0000,143.0000
Pilar,11,2,68.0000,218.0000,49.0000,19.0000,104.0000,114.0000
Floresta,15,2,27.0000,67.0000,9.0000,18.0000,17.0000,50.0000
Zarate Brazo Largo,13,3,35.0000,66.0000,13.0000,22.0000,18.0000,48.0000
Las Heras,21,3,9.0000,35.0000,1.0000,8.0000,8.0000,27.0000
Ovidio Lagos,9,4,58.0000,370.0000,24.0000,34.0000,88.0000,282.0000
Rivadavia,14,4,,,,,,
San Isidro,20,4,14.0000,72.0000,7.0000,7.0000,21.0000,51.0000
Pilar,13,6,23.0000,97.0000,13.0000,10.0000,56.0000,41.0000
Del Tejar,17,7,32.0000,179.0000,21.0000,11.0000,64.0000,115.0000
Emilio Castro,9,3,124.0000,124.0000,64.0000,60.0000,41.0000,83.0000
Buen Ayre,11,4,522.0000,958.0000,266.0000,256.0000,367.0000,591.0000
Rivadavia,13,2,2.0000,,2.0000,,,
Gral Paz Provincia,4,2,215.0000,125.0000,89.0000,126.0000,37.0000,88.0000
